question,example_answer,pred_answer,answer_exact_match,reasoning
"Karen is planning writing assignments for her fifth grade class. She knows each short-answer question takes 3 minutes to answer, each paragraph takes 15 minutes to write, and each essay takes an hour to write. If Karen assigns 2 essays and 5 paragraphs, how many short-answer questions should she assign if she wants to assign 4 hours of homework total?",15,Karen should assign 25 short-answer questions.,False,"To calculate the total time spent on essays and paragraphs, we first find the time spent on essays (2 essays * 1 hour/essay = 2 hours) and the time spent on paragraphs (5 paragraphs * 15 minutes/paragraph = 75 minutes = 1.25 hours). Adding these together gives us a total of 3.25 hours spent on essays and paragraphs. Since Karen wants to assign 4 hours of homework in total, we subtract 3.25 hours from 4 hours to find the remaining time available for short-answer questions. We then divide this remaining time by 3 minutes per short-answer question to find the number of short-answer questions she should assign."
"Macy has a goal of running a total of 24 miles per week. If she runs 3 miles per day, how many miles does Macy have left to run after 6 days so that she could meet her goal?",6,Macy has 6 miles left to run after 6 days to meet her goal of running a total of 24 miles per week.,False,"If Macy runs 3 miles per day for 6 days, she would have run a total of 3 * 6 = 18 miles. To meet her goal of 24 miles per week, she would have 24 - 18 = 6 miles left to run."
"Leila bought a living room set consisting of a sofa worth $1,250, 2 armchairs costing $425 each and a coffee table. The total amount of the invoice is $2,430. What is the price of the coffee table?",330,"The price of the coffee table is $2,430 - ($1,250 + 2*$425) = $2,430 - ($1,250 + $850) = $2,430 - $2,100 = $330.",False,"To find the price of the coffee table, we need to subtract the sum of the sofa and armchairs from the total amount of the invoice."
"Milly is figuring out how long she needs to spend studying. She knows that her math homework will take 60 minutes. Her geography homework will take half as long as her math homework, and her science homework will take time equal to the mean amount of time she spent studying math and geography. How many minutes does Milly spend studying?",135,"Milly spends 60 minutes on math, 30 minutes on geography (half of math), and the mean of math and geography is (60 + 30) / 2 = 45 minutes for science. Therefore, Milly spends a total of 60 + 30 + 45 = 135 minutes studying.",False,"To find out how many minutes Milly spends studying, we need to calculate the time for each subject and then sum them up."
"Ursula bought five hot dogs at $1.50 each and three salads at $2.50 each. If she had two $10 bills, how much change did she get back?",5,Ursula got back $5.00 in change.,False,"To find out how much Ursula spent, we first calculate the total cost of the hot dogs and salads. 
Total cost of hot dogs = 5 hot dogs * $1.50 = $7.50
Total cost of salads = 3 salads * $2.50 = $7.50
Total cost = $7.50 + $7.50 = $15.00
Since Ursula paid with two $10 bills, the total amount she paid is $20.00.
To find out how much change she got back, we subtract the total cost from the amount paid: $20.00 - $15.00 = $5.00"
"Bob is going to plant corn in part of his garden. The rows are 120 feet long, and each seed needs its own dedicated space of 18 inches to its right. How many seeds can Bob plant in each row?",80,Bob can plant 80 seeds in each row.,False,"To find out how many seeds Bob can plant in each row, we first need to convert the length of the rows and the space needed for each seed to the same unit of measurement. Since the length of the rows is given in feet and the space needed for each seed is given in inches, we need to convert inches to feet. There are 12 inches in a foot, so 18 inches is equal to 18/12 = 1.5 feet. Then, we divide the length of the row by the total space needed for each seed (1.5 feet) to find out how many seeds can be planted in each row."
"Angie bought three times as many pretzels at the mall as Shelly did. Shelly bought half as many pretzels as Barry. If Barry bought 12 pretzels, how many did Angie buy?",18,Angie bought 18 pretzels.,False,"If Barry bought 12 pretzels, and Shelly bought half as many as Barry, then Shelly bought 12 / 2 = 6 pretzels. Since Angie bought three times as many pretzels as Shelly, Angie bought 3 * 6 = 18 pretzels."
"There are 28 garden gnomes in a yard. Three-fourths of them have red hats, and the rest have blue hats. Half the garden gnomes have big noses instead of small noses. If six gnomes with blue hats have big noses, how many gnomes with red hats have small noses?",13,13,True,"Let's break down the information given:
- Total garden gnomes = 28
- Three-fourths of them have red hats, so the number of gnomes with red hats = 3/4 * 28 = 21
- The rest have blue hats, so the number of gnomes with blue hats = 28 - 21 = 7
- Half the gnomes have big noses, so the number of gnomes with big noses = 28 / 2 = 14
- Six gnomes with blue hats have big noses, so the number of gnomes with big noses and blue hats = 6
- Therefore, the number of gnomes with big noses and red hats = 14 - 6 = 8
- Finally, the number of gnomes with red hats and small noses = 21 - 8 = 13"
Angela slept 6.5 hours every night in December. She decided she should get more sleep and began sleeping 8.5 hours a night in January. How much more sleep did Angela get in January?,62,Angela got 2 more hours of sleep in January compared to December.,False,"To find out how much more sleep Angela got in January, we need to calculate the difference between the hours she slept in January and the hours she slept in December."
"Jose owns a swimming pool. He charges $3 for kids and twice that amount for adults. If 8 kids and 10 adults swim in his swimming pool per day, how much money will he earn per week?",588,Jose will earn $194 per week.,False,"To calculate the total amount of money Jose will earn per week, we first need to find out how much he earns per day. Jose charges $3 for kids and twice that amount for adults, which is $6. Given that there are 8 kids and 10 adults swimming per day, we can calculate the daily earnings by multiplying the number of kids by $3 and the number of adults by $6. Then, we can multiply the daily earnings by 7 to find out the weekly earnings."
"To improve her health, Mary decides to drink 1.5 liters of water a day as recommended by her doctor. Mary's glasses hold 250 mL of water. How many glasses of water should Mary drink per day to reach her goal?",6,Mary should drink 6 glasses of water per day to reach her goal.,False,"To find out how many glasses of water Mary should drink per day, we need to divide the total amount of water she needs to drink (1.5 liters) by the amount of water each glass can hold (250 mL)."
"An airplane was flying from California to Virginia.  The flight started with 124 passengers.  They made a layover in Texas.  58 passengers got off and 24 got on.  From there, they flew to North Carolina, where 47 people got off and 14 got on, before flying to Virginia.  There were also a total of 10 crew members on board for the entire flight.  How many people landed in Virginia?",67,The total number of people who landed in Virginia was 124 - 58 + 24 - 47 + 14 + 10 = 67.,False,"To find out how many people landed in Virginia, we need to keep track of the number of passengers at each stage of the journey. We start with 124 passengers, then adjust for the layover in Texas, followed by the stop in North Carolina. Finally, we add the 10 crew members to get the total number of people who landed in Virginia."
"Frank and Bill have $42 and they bought 3 large pizzas with the money. Each pizza cost $11 and Frank paid for all three pizzas. Frank gave the rest of his money to Bill. If Bill had $30 already, how much money does Bill have now?",39,$39,True,"Frank spent 3 x $11 = $33 on pizzas.
Frank gave the remaining $42 - $33 = $9 to Bill.
Therefore, Bill now has $30 + $9 = $39."
"Cathy and Chris got summer jobs at the cake shop and were supposed to work 20 hours per week each for 2 months. During that time, Chris got sick for one week and Cathy took her shifts. If there are four weeks in a month, how many hours did Cathy work during the 2 months?",180,Cathy worked 300 hours during the 2 months.,False,"Since Cathy and Chris were supposed to work 20 hours per week each for 2 months, the total hours they were supposed to work together is:
20 hours/week * 2 people * 4 weeks/month * 2 months = 320 hours

Chris got sick for one week, so Cathy had to work for him during that week. Therefore, Cathy worked 20 hours that week instead of 0 hours.

Thus, the total hours Cathy worked during the 2 months is:
320 hours - 20 hours = 300 hours"
