question,example_answer,pred_answer,answer_exact_match,rationale
"An airplane was flying from California to Virginia.  The flight started with 124 passengers.  They made a layover in Texas.  58 passengers got off and 24 got on.  From there, they flew to North Carolina, where 47 people got off and 14 got on, before flying to Virginia.  There were also a total of 10 crew members on board for the entire flight.  How many people landed in Virginia?",67,The total number of people who landed in Virginia is 67.,False,"The correct approach to find out how many people landed in Virginia is to start with the initial number of passengers (124) and crew members (10), adjust for the passengers who got off and on during the layovers in Texas and North Carolina, and then add the crew members who were on board for the entire flight. Therefore, the calculation should be: 124 (initial passengers) - 58 (passengers who got off in Texas) + 24 (passengers who got on in Texas) - 47 (passengers who got off in North Carolina) + 14 (passengers who got on in North Carolina) + 10 (crew members) = Number of people who landed in Virginia."
"Frank and Bill have $42 and they bought 3 large pizzas with the money. Each pizza cost $11 and Frank paid for all three pizzas. Frank gave the rest of his money to Bill. If Bill had $30 already, how much money does Bill have now?",39,Bill now has $39.,False,"The correct calculation is as follows: Frank spent $33 on pizzas ($11 per pizza * 3 pizzas), leaving him with $9 ($42 - $33). Since Frank gave this $9 to Bill, and Bill already had $30, Bill now has $30 + $9 = $39."
"Cathy and Chris got summer jobs at the cake shop and were supposed to work 20 hours per week each for 2 months. During that time, Chris got sick for one week and Cathy took her shifts. If there are four weeks in a month, how many hours did Cathy work during the 2 months?",180,Cathy worked a total of 180 hours during the 2 months.,False,"The correct approach is to calculate the total number of hours both Cathy and Chris were supposed to work, subtract the hours Chris missed due to being sick, and then add the extra hours Cathy worked for Chris. This will give us the total hours Cathy worked during the 2 months."
A store sold a certain brand of jeans for $40. They only have few pairs of jeans left so they decided to give 10% discount on every two pairs of jeans bought by a customer at any one time. How much will a customer pay for 3 pairs of jeans?,112,The customer will pay $108 for 3 pairs of jeans.,False,"The correct way to calculate the total cost for 3 pairs of jeans with a 10% discount for every two pairs is as follows:
1. The full price for 3 pairs of jeans would be $40 x 3 = $120.
2. Since the discount is applied for every two pairs, the customer will get a discount on 2 pairs. The discounted price for 2 pairs would be $40 - 10% of $40 = $36 each.
3. The total cost would be $36 (discounted price for 2 pairs) + $36 (discounted price for 1 pair) = $72 + $36 = $108."
"Every year in January, Natalia, the librarian, tidies up the books. She has 145 novels, 271 comics, 419 documentaries, and 209 albums to store. She wants to put these in crates that can hold 9 items. How many crates will Natalia use?",116,Natalia has a total of 145 + 271 + 419 + 209 = 1044 items. Dividing this by 9 (the capacity of each crate) gives us 1044 / 9 = 116 crates.,False,"The correct approach to determine the number of crates Natalia will use is to first calculate the total number of items she has, which is the sum of the novels, comics, documentaries, and albums. Then, this total should be divided by the capacity of each crate, which is 9 items."
"Ellen is baking bread. It takes 3 hours to rise 1 ball of dough, and then another 2 hours to bake it. If she makes 4 balls of dough one after another and then bakes them one after another when they're done rising, how many hours will it take?",20,Ellen will take 11 hours to bake 4 balls of dough one after another.,False,"To calculate the total time it will take for Ellen to bake the 4 balls of dough, we need to consider that the rising time for each ball of dough will overlap since she makes them one after another. However, the baking time will be sequential. The total time taken will be the time for rising one ball of dough (3 hours) plus the time for baking one ball of dough (2 hours) multiplied by the total number of balls (4). Therefore, the total time taken will be 3 hours (for rising) + 2 hours (for baking) * 4 balls = 3 + 8 = 11 hours."
Eddie can bake 3 pies a day. His sister can bake 6 pies while his mother can bake 8 pies a day. How many pies will they be able to bake in 7 days?,119,119,True,"The correct approach is to calculate the total number of pies each person can bake in 7 days and then sum them up. Eddie can bake 3 pies/day, his sister can bake 6 pies/day, and his mother can bake 8 pies/day. Therefore, the total number of pies they can bake in 7 days is (3 + 6 + 8) * 7 = 17 * 7 = 119 pies."
"Florida is starting a promotion where every car that arrives gets one orange per passenger. A family of 4 arrives and gets their oranges. They had planned to stop for a snack later where they would spend $15 in total, but now that they have the oranges they don't have to buy them at the stop. When they get to the stop they see that the oranges would've cost $1.5 each. What percentage of the money they planned to spend did they save instead?",40,The family saved 40% of the money they planned to spend by receiving the oranges for free.,False,"The correct approach to solve this problem is to calculate the total cost the family saved by not purchasing the oranges at the stop. Since each orange would have cost $1.5 and there are 4 passengers in the family, the total cost of the oranges would have been $1.5 * 4 = $6. Therefore, the family saved $6 by receiving the oranges for free. To find the percentage of the money they planned to spend that they saved, we divide the amount saved ($6) by the total planned expense ($15) and then multiply by 100 to get the percentage saved."
"A zoo has 8 parrots. It 3 times the number of snakes than parrots and 2 times the number of monkeys than snakes. The number of elephants is half the number of parrots and snakes added up, and there are 3 fewer zebras than elephants. What is the difference in number between the zebras and the monkeys?",35,The difference in number between the zebras and the monkeys is 10.,False,The correct approach to solve this problem is to carefully follow the information provided about the relationships between the different animals in the zoo and calculate the number of each animal accurately.
"There are 50 more pens than notebooks on Wesley's school library shelf. If there are 30 notebooks on the shelf, how many notebooks and pens, does he have altogether?",110,Wesley has a total of 110 items (30 notebooks and 80 pens) on the school library shelf.,False,"The correct approach is to add the number of notebooks and pens separately. If there are 30 notebooks on the shelf, and 50 more pens than notebooks, then the number of pens would be 30 + 50 = 80. Therefore, Wesley has 30 notebooks and 80 pens on the shelf, making it a total of 30 + 80 = 110 items altogether."
