question,example_answer,pred_answer,answer_exact_match,rationale
"Karen is planning writing assignments for her fifth grade class. She knows each short-answer question takes 3 minutes to answer, each paragraph takes 15 minutes to write, and each essay takes an hour to write. If Karen assigns 2 essays and 5 paragraphs, how many short-answer questions should she assign if she wants to assign 4 hours of homework total?",15,15,True,"To calculate the total time for the assignments, we need to consider the time taken for each type of assignment. Given that each essay takes 1 hour (60 minutes) to write and each paragraph takes 15 minutes, the total time for the 2 essays and 5 paragraphs can be calculated as:
2 essays * 60 minutes/essay + 5 paragraphs * 15 minutes/paragraph = 120 minutes + 75 minutes = 195 minutes.
Since Karen wants to assign 4 hours (240 minutes) of homework in total, we subtract the time already accounted for (195 minutes) to find the remaining time for short-answer questions:
240 minutes total - 195 minutes = 45 minutes.
As each short-answer question takes 3 minutes to answer, Karen should assign 45 minutes / 3 minutes/question = 15 short-answer questions."
"Macy has a goal of running a total of 24 miles per week. If she runs 3 miles per day, how many miles does Macy have left to run after 6 days so that she could meet her goal?",6,6,True,"The correct calculation is as follows: Macy runs 3 miles per day for 6 days, so the total distance she covers is 3 miles/day * 6 days = 18 miles. Since her goal is to run 24 miles per week, the remaining distance she needs to run after 6 days to meet her goal is 24 miles - 18 miles = 6 miles."
"Leila bought a living room set consisting of a sofa worth $1,250, 2 armchairs costing $425 each and a coffee table. The total amount of the invoice is $2,430. What is the price of the coffee table?",330,330,True,"To find the price of the coffee table, we need to subtract the sum of the prices of the sofa and two armchairs from the total amount of the invoice. 
The total cost of the sofa and two armchairs is $1,250 + 2($425) = $2,100. 
Subtracting this total from the invoice amount of $2,430 gives us the price of the coffee table: $2,430 - $2,100 = $330."
"Milly is figuring out how long she needs to spend studying. She knows that her math homework will take 60 minutes. Her geography homework will take half as long as her math homework, and her science homework will take time equal to the mean amount of time she spent studying math and geography. How many minutes does Milly spend studying?",135,135,True,"To calculate the total time Milly spends studying, we need to determine the time for each subject:
- Math homework: 60 minutes
- Geography homework: 60 minutes / 2 = 30 minutes
- Science homework: (60 minutes + 30 minutes) / 2 = 45 minutes
Therefore, the total time Milly spends studying is 60 minutes (math) + 30 minutes (geography) + 45 minutes (science) = 135 minutes."
"Ursula bought five hot dogs at $1.50 each and three salads at $2.50 each. If she had two $10 bills, how much change did she get back?",5,5,True,"To calculate the total amount Ursula spent on five hot dogs at $1.50 each and three salads at $2.50 each, we can sum the costs:
Cost of 5 hot dogs = 5 hot dogs * $1.50/hot dog = $7.50
Cost of 3 salads = 3 salads * $2.50/salad = $7.50
Total amount spent = $7.50 + $7.50 = $15.00
Since Ursula paid with two $10 bills, her total payment was $10 + $10 = $20. Therefore, the change she received back is $20 (payment) - $15 (total spent) = $5."
"Bob is going to plant corn in part of his garden. The rows are 120 feet long, and each seed needs its own dedicated space of 18 inches to its right. How many seeds can Bob plant in each row?",80,80,True,"To calculate the number of seeds Bob can plant in each row, we first convert the space needed for each seed from inches to feet. Since 1 foot is equal to 12 inches, 18 inches is equal to 18/12 = 1.5 feet. Then, we divide the length of the row by the space required for each seed to find the number of seeds that can be planted. Therefore, the number of seeds Bob can plant in each row is 120 feet / 1.5 feet = 80 seeds."
"Angie bought three times as many pretzels at the mall as Shelly did. Shelly bought half as many pretzels as Barry. If Barry bought 12 pretzels, how many did Angie buy?",18,18,True,"The correct approach is as follows: 
- Barry bought 12 pretzels.
- Shelly bought half as many as Barry, so Shelly bought 12 / 2 = 6 pretzels.
- Angie bought three times as many pretzels as Shelly, which means Angie bought 3 * 6 = 18 pretzels.

Therefore, Angie bought 18 pretzels."
"There are 28 garden gnomes in a yard. Three-fourths of them have red hats, and the rest have blue hats. Half the garden gnomes have big noses instead of small noses. If six gnomes with blue hats have big noses, how many gnomes with red hats have small noses?",13,8,False,"Let's analyze the given information:
- There are 28 garden gnomes in total.
- Three-fourths of them have red hats, which is \( \frac{3}{4} \times 28 = 21 \) gnomes with red hats.
- The rest, which is \( 28 - 21 = 7 \) gnomes, have blue hats.
- Half of the garden gnomes have big noses, so there are \( \frac{1}{2} \times 28 = 14 \) gnomes with big noses.
- Given that 6 gnomes with blue hats have big noses, the remaining gnomes with big noses are \( 14 - 6 = 8 \).
- Since the total number of gnomes with red hats is 21 and the total number of gnomes with big noses is 14, the number of gnomes with red hats and big noses is \( 21 - 8 = 13 \).
- Therefore, the number of gnomes with red hats and small noses is \( 21 - 13 = 8 \)."
Angela slept 6.5 hours every night in December. She decided she should get more sleep and began sleeping 8.5 hours a night in January. How much more sleep did Angela get in January?,62,2,False,"To determine how much more sleep Angela got in January compared to December, we need to subtract the hours she slept in December from the hours she slept in January:
8.5 hours (January) - 6.5 hours (December) = 2 hours"
"Jose owns a swimming pool. He charges $3 for kids and twice that amount for adults. If 8 kids and 10 adults swim in his swimming pool per day, how much money will he earn per week?",588,588,True,"To calculate the total amount of money Jose will earn per day, we need to consider the number of kids and adults swimming. 
- For kids: $3 each
- For adults: $6 each (twice the amount for kids)
Given that there are 8 kids and 10 adults swimming per day, the total earnings per day would be: 
$3 * 8 (kids) + $6 * 10 (adults) = $24 + $60 = $84.
To find the total earnings per week, we multiply the daily earnings by the number of days in a week (7 days): $84 * 7 = $588."
"To improve her health, Mary decides to drink 1.5 liters of water a day as recommended by her doctor. Mary's glasses hold 250 mL of water. How many glasses of water should Mary drink per day to reach her goal?",6,6,True,"To determine how many glasses of water Mary should drink per day to reach her goal of 1.5 liters, we first need to convert 1.5 liters to milliliters. Since 1 liter is equal to 1000 milliliters, then 1.5 liters is equal to 1.5 * 1000 = 1500 milliliters. 
Given that Mary's glasses hold 250 mL of water each, the number of glasses she should drink per day is calculated as 1500 mL / 250 mL per glass = 6 glasses of water per day."
"An airplane was flying from California to Virginia.  The flight started with 124 passengers.  They made a layover in Texas.  58 passengers got off and 24 got on.  From there, they flew to North Carolina, where 47 people got off and 14 got on, before flying to Virginia.  There were also a total of 10 crew members on board for the entire flight.  How many people landed in Virginia?",67,67,True,"To calculate the total number of people who landed in Virginia, we start with the initial 124 passengers on the flight. After the layover in Texas, the total number of passengers became 124 - 58 + 24 = 90. Then, after the stop in North Carolina, the total number of passengers was 90 - 47 + 14 = 57. Adding the 10 crew members gives a total of 57 + 10 = 67 people who landed in Virginia."
"Frank and Bill have $42 and they bought 3 large pizzas with the money. Each pizza cost $11 and Frank paid for all three pizzas. Frank gave the rest of his money to Bill. If Bill had $30 already, how much money does Bill have now?",39,39,True,"Frank and Bill had $42, and Frank paid $33 for the three large pizzas, leaving him with $42 - $33 = $9. Frank gave the rest of his money to Bill, so Bill received $9. Adding this $9 to the $30 Bill already had, Bill now has $30 + $9 = $39."
"Cathy and Chris got summer jobs at the cake shop and were supposed to work 20 hours per week each for 2 months. During that time, Chris got sick for one week and Cathy took her shifts. If there are four weeks in a month, how many hours did Cathy work during the 2 months?",180,180,True,"Since Cathy covered for Chris for one week, she worked an additional 20 hours that week. Therefore, during the 2 months, Cathy worked 160 hours (her regular hours) + 20 hours (additional hours) = 180 hours."
A store sold a certain brand of jeans for $40. They only have few pairs of jeans left so they decided to give 10% discount on every two pairs of jeans bought by a customer at any one time. How much will a customer pay for 3 pairs of jeans?,112,112,True,"To calculate the total cost for 3 pairs of jeans with a 10% discount on every two pairs bought, we first find the cost for each pair of jeans after the discount. With a 10% discount on every two pairs, the discount applies to pairs of jeans. So, for the first two pairs, the discount would be 10% of ($40 * 2) = $8. Therefore, the cost of the first two pairs after the discount is $40 * 2 - $8 = $72. 
For the third pair, there is no discount applied. Therefore, the total cost for 3 pairs of jeans would be $72 (first two pairs) + $40 (third pair) = $112."
